Estatus,Area,edad_meses,antiguedad del caso,MUNICPIO_C_I,GENERO,Abogado
adopcion,mediana,64.70828834357815,3.363696419529314,toluca,M,paola
adopcion,mediana,47.87157435246463,4.203603373960662,toluca,H,paola
adopcion,mediana,50.10876312040542,3.837476401079807,toluca,H,paola
adopcion,mediana,57.21900169629279,3.168715742217928,toluca,M,paola
adopcion,mediana,50.9331682310065,4.393824864643917,tepoztlan chalma,M,paola
adopcion,mediana,49.30959603337159,4.898695992696145,toluca,H,paola
adopcion,mediana,87.30325640483437,3.996326243936192,amecameca,M,paola
adopcion,mediana,38.68178319819622,4.571027461918499,tultitlan,M,paola
adopcion,mediana,8.804761629619762,5.665729160436099,toluca,M,paola
adopcion,mediana,58.66409934448313,2.910060437264538,toluca,M,paola
adopcion,mediana,63.01920323561247,4.479352807489717,toluca,M,paola
adopcion,mediana,42.79248661979975,5.147171828001282,almoloya de juarez,M,paola
adopcion,mediana,5.070289804847295,2.988098616157621,toluca,M,paola
adopcion,mediana,29.49996062160187,4.810455823999996,naucalpan de juarez,M,paola
adopcion,mediana,75.70636981476612,3.940386483803098,toluca,M,paola
adopcion,mediana,124.7974855588855,2.326852012785607,ocuilan,M,paola
adopcion,mediana,48.98498009462953,5.013765075459189,toluca,H,paola
adopcion,mediana,41.96586971043567,5.850634549633384,tultitlan,M,paola
adopcion,mediana,35.44820928125154,4.720962863596237,tultitlan,M,paola
adopcion,mediana,15.67406529471374,4.102632251277924,toluca,M,paola
adopcion,mediana,48.09817387214783,4.861710226939753,toluca,M,paola
adopcion,mediana,49.48319016992949,5.242111391223742,toluca,M,paola
adopcion,mediana,47.59767586113839,5.316584013825669,toluca,H,paola
adopcion,mediana,142.6427855425516,1.402930747129625,san mateo atenco,M,paola
adopcion,mediana,62.70321002882855,4.302822300429156,toluca,M,paola
adopcion,mediana,115.9553250975056,2.784645386508038,san mateo atenco,M,paola
adopcion,mediana,39.56647150604992,4.472402024268512,atlacomulco,M,paola
adopcion,mediana,62.06426094191644,4.618300876340975,toluca,M,paola
adopcion,mediana,42.60945892111218,4.676371095080237,zumpango,M,paola
adopcion,mediana,123.6570877686075,2.385894885178302,tultitlan,M,paola
adopcion,mediana,0.6291183920135236,1.090662936297735,toluca,M,paola
adopcion,mediana,48.86895378573369,5.208692194011986,toluca,M,paola
adopcion,mediana,38.50390827445195,4.887938285601704,tultitlan,M,paola
adopcion,mediana,36.41704521634616,4.623313359148284,atlacomulco,M,paola
adopcion,mediana,49.34681899942241,3.331418514060255,toluca,M,paola
adopcion,mediana,49.10323614619927,3.281951691574196,toluca,M,paola
adopcion,mediana,51.9029770301865,4.806352264544909,toluca,M,paola
adopcion,mediana,49.9563925199985,5.267857249113171,toluca,M,paola
adopcion,mediana,39.59556102714635,5.114852098668062,tultitlan,M,paola
adopcion,mediana,7.865948360249416,5.341615055534431,toluca,M,paola
adopcion,mediana,7.536744685894808,4.366642665915068,toluca,M,paola
adopcion,mediana,48.10009349165421,4.032602657560293,toluca,H,paola
adopcion,mediana,5.351201605857388,3.14510505270944,toluca,M,paola
adopcion,mediana,74.12283041875504,4.484599589322382,toluca,M,paola
adopcion,mediana,42.8989801677788,6.339307934544587,naucalpan de juarez,M,paola
adopcion,mediana,42.39273547246993,4.583117493038527,toluca,M,paola
adopcion,mediana,53.92427811774031,5.035502564297995,toluca,H,paola
adopcion,mediana,30.04391968344182,4.789444722567519,ixtapaluca,M,paola
adopcion,mediana,46.48878173509866,5.475592105472508,toluca,M,paola
adopcion,mediana,11.55157403930878,4.321179498479987,toluca,M,paola
adopcion,mediana,98.05353730011497,5.588001913681775,toluca,M,paola
adopcion,mediana,42.42164515598049,6.296281651943882,toluca,M,paola
adopcion,mediana,29.8860746789029,4.803059053642425,naucalpan de juarez,M,paola
adopcion,mediana,48.95255548515519,3.394705927729631,toluca,H,paola
adopcion,mediana,49.73122811596803,3.494076871199265,tepoztlan chalma,M,paola
adopcion,mediana,34.80426823903225,4.876414796630621,toluca,M,paola
adopcion,mediana,28.6728698449432,4.867375271071428,ixtapaluca,M,paola
adopcion,mediana,56.65475955509683,5.43935811640922,toluca,H,paola
adopcion,mediana,42.36017400006261,4.82445059946438,tultitlan,M,paola
adopcion,mediana,81.83741324295451,4.508306085577931,toluca,M,paola
adopcion,mediana,10.33818312259951,5.202480365715241,toluca,M,paola
adopcion,mediana,1.705121212435706,5.577363189104238,atizapan de zaragosa,M,paola
adopcion,mediana,47.89094061261227,4.421759423037904,toluca,M,paola
adopcion,mediana,41.57071608539869,5.29340209578184,zumpango,M,paola
adopcion,mediana,83.78091414794635,3.298756383001996,lerma,M,paola
adopcion,mediana,48.17541746175112,3.976237781977569,toluca,M,paola
adopcion,mediana,37.55404897891228,4.947879071873841,atlacomulco,M,paola
adopcion,mediana,57.07475494571071,5.126337358216483,toluca,M,paola
adopcion,mediana,49.09782933196909,3.285997606984537,toluca,M,paola
adopcion,mediana,51.42781524747176,4.362316151863795,toluca,M,paola
adopcion,mediana,29.422054434582,4.811754260450328,almoloya de juarez,M,paola
adopcion,mediana,50.048071326067,3.650989699057798,toluca,H,paola
adopcion,mediana,37.84210064439966,4.89957685096291,tultitlan,M,paola
adopcion,mediana,149.4866529774127,1.048596851471595,san mateo atenco,M,paola
adopcion,mediana,12.67039709895815,5.17443692636953,toluca,M,paola
adopcion,mediana,54.09885749755717,5.52763184936394,toluca,M,paola
adopcion,mediana,47.65904155128862,4.498380509086005,toluca,M,paola
adopcion,mediana,61.7000776442291,4.488376436155439,toluca,M,paola
adopcion,mediana,62.56972850391449,2.998786719914413,toluca,M,paola
adopcion,mediana,52.43087098228364,5.379743039343921,toluca,M,paola
adopcion,mediana,15.37506919880581,1.777488322777331,toluca,M,paola
adopcion,mediana,42.48065494384162,4.614887017809103,atlacomulco,M,paola
adopcion,mediana,81.56782673955232,3.466505573347368,toluca,M,paola
adopcion,mediana,57.7907568431825,3.324553725087857,toluca,M,paola
adopcion,mediana,13.26326889856053,4.907134403327643,toluca,M,paola
adopcion,mediana,81.80651611678044,3.603171300669194,toluca,M,paola
adopcion,mediana,34.3685563972511,4.874975069975619,naucalpan de juarez,M,paola
adopcion,mediana,0.3437745964683057,1.522383219100022,toluca,M,paola
adopcion,mediana,32.7175760576817,4.850431081728746,atlacomulco,M,paola
adopcion,mediana,37.02668038791858,4.892537923436231,atlacomulco,M,paola
adopcion,mediana,106.4526493532745,5.112760876319747,ecatepec de morelos,M,paola
adopcion,mediana,61.4822955276496,4.095119853570321,toluca,M,paola
adopcion,mediana,85.5619045693623,4.358232134149123,ocuilan,M,paola
canalizado colocar lugar,intermedias,122.9050133311689,3.794661190965092,cuautitlan izcalli,M,david
canalizado colocar lugar,casvh,109.4874532686108,5.426236192146886,ocoyoacac,H,ara
canalizado colocar lugar,ninos grandes,144.691213068147,4.442278747889516,toluca,H,francisco
canalizado colocar lugar,intermedias,141.3564508830117,3.52989989167709,toluca,M,david
canalizado colocar lugar,intermedias,101.0233232959163,4.850090132510047,los reyes la paz,M,david
canalizado colocar lugar,intermedios,107.5149756739354,6.116050807291655,ocoyoacac,H,david
canalizado colocar lugar,intermedias,87.50490617408693,5.829007916231279,toluca,M,david
canalizado colocar lugar,intermedias,128.98158021507,7.955581233420699,toluca,M,david
canalizado colocar lugar,ninos grandes,151.461736001277,5.987595727578316,ecatepec de morelos,H,francisco
canalizado colocar lugar,casvh,152.4702784020955,7.388606954738608,ecatepec de morelos,M,ara
canalizado colocar lugar,intermedias,74.68341400575426,16.13254870195009,toluca,M,david
canalizado colocar lugar,intermedias,124.6579051692422,3.794661190965092,toluca,M,david
canalizado colocar lugar,ninas grandes,211.1103037319013,3.888191198227767,nicolas romero,H,francisco
canalizado colocar lugar,intermedias,126.9396846772474,4.58735480157312,toluca,M,david
canalizado colocar lugar,intermedias,96.19888528815598,5.188113019003747,naucalpan de juarez,M,david
canalizado colocar lugar,ninos grandes,141.7428800498833,2.33637896240365,toluca,M,francisco
canalizado colocar lugar,casvh,150.7656251083663,6.860781462909531,ecatepec de morelos,M,ara
canalizado colocar lugar,villa juvenil,210.904798076248,2.812166346822494,chicoloapan,H,francisco
canalizado colocar lugar,villa juvenil,180.7234682503581,3.760532168420674,toluca,H,francisco
canalizado colocar lugar,villa juvenil,208.7248841702053,2.915671882465057,chicoloapan,H,francisco
canalizado colocar lugar,ninos grandes,151.5663708037291,2.94097583400956,ocoyoacac,H,francisco
canalizado colocar lugar,ninos grandes,152.9227367812495,4.457713082889267,ocoyoacac,H,francisco
canalizado colocar lugar,intermedias,81.87644734990323,5.29531653993889,toluca,M,david
canalizado colocar lugar,intermedias,78.87825497749633,6.668312733537451,toluca,M,david
canalizado colocar lugar,intermedias,89.06119690458144,11.89388620445197,zinacantepec,M,david
canalizado colocar lugar,intermedios,104.5938933523104,7.352723260178786,ocoyoacac,H,david
canalizado colocar lugar,ninos grandes,153.5387718942229,4.931111969002639,huixquilucan,H,francisco
canalizado colocar lugar,casvh,183.7379333370236,3.416971809278649,toluca,H,ara
canalizado colocar lugar,casvh,112.933864171372,5.416939285365814,toluca,M,ara
canalizado colocar lugar,ninos grandes,160.750722638706,0.9911019849418207,nezahualcoyotl,H,francisco
canalizado colocar lugar,ninos grandes,109.7775859111576,8.584375428192763,ocoyoacac,H,francisco
canalizado colocar lugar,ninos grandes,157.815058286384,4.465587530426576,chicoloapan,H,francisco
canalizado colocar lugar,casvh,115.331353486088,4.480881265133473,cuautitlan izcalli,M,ara
canalizado colocar lugar,intermedias,78.75702475528615,6.124965786113068,toluca,M,david
canalizado colocar lugar,intermedias,98.87659414389415,6.055675299131561,los reyes la paz,M,david
canalizado colocar lugar,villa juvenil,209.7738727199675,3.369621140954727,chicoloapan,H,francisco
canalizado colocar lugar,intermedios,107.6774458222318,6.053029152545719,ocoyoacac,H,david
canalizado colocar lugar,villa juvenil,213.5157322907689,2.908028002648426,toluca,M,ariana
canalizado colocar lugar,ninos grandes,143.3417249247775,3.699374905305516,toluca,H,francisco
canalizado colocar lugar,villa juvenil,207.7745163785385,2.996100657749888,chicoloapan,H,francisco
canalizado colocar lugar,ninos grandes,104.1713395987069,10.51132714348558,toluca,H,francisco
canalizado colocar lugar,intermedias,96.75326774690286,6.408458655054491,donato guerra,M,david
canalizado colocar lugar,casvh,114.4889000187213,7.529944201971369,cuautitlan izcalli,M,ara
canalizado colocar lugar,casvh,151.9700634095753,6.506306191566879,jocotitlan,M,ara
canalizado colocar lugar,casvh,130.4170583109986,9.813805904136588,toluca,M,francisco
canalizado colocar lugar,intermedias,132.337401088164,4.321997086387467,amecameca,M,david
canalizado colocar lugar,casvh,135.1853743500668,7.985506959002389,toluca,M,ara
canalizado colocar lugar,casvh,109.2355373045571,3.731600605742226,tlanepantla de baz,M,ara
canalizado colocar lugar,casvh,180.731471841252,2.08788858166815,toluca,H,ara
canalizado colocar lugar,villa juvenil,206.8809498568996,1.444116699113936,toluca,H,francisco
canalizado colocar lugar,intermedios,104.9647740612236,7.244543345087097,coacalco de berriozabal,H,david
canalizado colocar lugar,casvh,184.5099319897543,4.995099625418437,tecamac,H,ara
canalizado colocar lugar,intermedias,99.56481256979889,5.786565598732984,los reyes la paz,M,david
canalizado colocar lugar,villa juvenil,207.499924686327,2.519178244961535,chicoloapan,H,francisco
canalizado colocar lugar,intermedias,58.30553331613802,5.725106012931261,toluca,M,david
canalizado colocar lugar,villa juvenil,211.3538800612923,1.319243045639036,chicoloapan,H,francisco
canalizado colocar lugar,intermedias,140.4226347158782,3.465114930473727,toluca,M,david
canalizado colocar lugar,ninos grandes,110.615504002741,8.075391003513051,ocoyoacac,H,francisco
canalizado colocar lugar,casvh,151.5342613218546,5.888340192814559,jocotitlan,M,ara
canalizado colocar lugar,intermedias,82.80999596981752,5.159608718828062,toluca,M,david
canalizado colocar lugar,casvh,138.1263892334122,5.959631852119186,toluca,M,david
canalizado colocar lugar,intermedios,108.2046362788687,5.848533648036778,ocoyoacac,H,david
canalizado colocar lugar,ninos grandes,144.779282267727,4.166538277775973,toluca,H,francisco
canalizado colocar lugar,intermedias,72.21342849048783,20.19638506723159,toluca,M,david
canalizado colocar lugar,ninos grandes,170.1705182765458,5.312631561367969,nezahualcoyotl,H,francisco
canalizado colocar lugar,ninos grandes,151.5549466730455,2.890060362898776,zinacantepec,H,francisco
canalizado colocar lugar,ninos grandes,157.9168144253725,0.9911019849418207,toluca,H,francisco
canalizado colocar lugar,casvh,131.9879100856838,9.639911766554869,toluca,M,ara
canalizado colocar lugar,intermedias,137.9989586353798,4.528535270336018,toluca,M,david
canalizado colocar lugar,villa juvenil,194.7680933931892,4.808459124955073,toluca,H,francisco
canalizado colocar lugar,ninos grandes,157.4376769151742,1.403967671172135,chicoloapan,H,francisco
canalizado colocar lugar,casvh,185.0072620986558,4.820096930768712,chicoloapan,H,francisco
canalizado colocar lugar,villa juvenil,208.8892371954582,1.383123711231841,chicoloapan,H,francisco
canalizado colocar lugar,intermedias,82.81681066222363,7.335111062870606,toluca,M,david
canalizado colocar lugar,casvh,200.7717561344101,2.85109584450196,toluca,H,francisco
canalizado colocar lugar,intermedias,93.67795779917293,6.554352840873081,naucalpan de juarez,M,david
canalizado colocar lugar,intermedias,143.4022479362852,5.091538786814586,toluca,M,ara
canalizado colocar lugar,ninos grandes,192.1332066475588,3.184778614011498,toluca,H,francisco
canalizado colocar lugar,casvh,150.9679482844829,6.604811990095373,ecatepec de morelos,M,ara
canalizado colocar lugar,intermedias,84.52646498992299,5.356013177832642,cuautitlan izcalli,M,david
canalizado colocar lugar,casvh,180.4190067859456,3.345188447067148,toluca,H,ara
canalizado colocar lugar,casvh,143.9320585996322,4.727843075745521,toluca,M,david
canalizado colocar lugar,intermedias,100.0742825923269,3.387142046473539,toluca,M,david
canalizado colocar lugar,ninas grandes,197.311804810846,2.383215605236287,toluca,M,ariana
canalizado colocar lugar,casvh,151.8709853761033,4.519284657897375,ecatepec de morelos,M,ara
canalizado colocar lugar,villa juvenil,61.00785288965861,17.78817844705243,toluca,H,francisco
canalizado colocar lugar,villa juvenil,173.5124294321742,2.699232497799531,chalco solidaridad,H,francisco
canalizado colocar lugar,villa juvenil,180.460303876352,3.845072672057941,tecamac,H,francisco
canalizado colocar lugar,ninos grandes,188.5709455999194,4.072190713980009,toluca,H,francisco
canalizado colocar lugar,intermedias,130.7473010817756,5.457648669615794,toluca,M,david
canalizado colocar lugar,intermedias,83.95558226440174,7.575696612626546,toluca,M,david
canalizado colocar lugar,intermedios,112.084359597629,4.874835531268017,ocoyoacac,H,david
canalizado colocar lugar,intermedias,100.0935384467147,3.381194938206857,naucalpan de juarez,M,david
canalizado colocar lugar,intermedias,137.9323296437209,6.557111053162534,toluca,M,ara
canalizado colocar lugar,intermedios,108.911704312115,5.574264202600959,ocoyoacac,H,david
canalizado colocar lugar,villa juvenil,74.41579623175608,11.05531651212539,toluca,H,francisco
canalizado colocar lugar,intermedias,72.86964040379021,18.197617147632,toluca,M,david
canalizado colocar lugar,casvh,151.2207754938656,6.305169267721074,tlalmanalco,M,ara
canalizado colocar lugar,intermedias,123.717530253497,3.794661190965092,toluca,M,david
canalizado colocar lugar,ninos grandes,171.7044356598374,4.733308023641652,naucalpan de juarez,H,francisco
canalizado colocar lugar,intermedias,74.17315420209907,4.005500311560525,toluca,M,david
canalizado colocar lugar,villa juvenil,194.1251331217842,3.810771644355506,toluca,H,francisco
canalizado colocar lugar,intermedias,74.57692977135197,12.9973531045995,toluca,M,david
canalizado colocar lugar,casvh,134.8536667780573,7.764049234719939,toluca,M,ara
canalizado colocar lugar,casvh,152.1006814233555,5.292032687944902,ecatepec de morelos,M,ara
canalizado colocar lugar,casvh,181.5626944461883,4.200657209166136,chicoloapan,H,ara
canalizado colocar lugar,intermedias,95.37199255056714,6.741347078265198,naucalpan de juarez,M,david
canalizado colocar lugar,ninos grandes,170.0617448482011,4.302322317819709,ciudad de mexico,H,francisco
canalizado colocar lugar,casvh,115.9412678483831,6.128341960335884,cuautitlan izcalli,M,ara
canalizado colocar lugar,intermedias,127.4590454452479,3.794661190965092,toluca,M,david
canalizado colocar lugar,villa juvenil,209.750525498817,3.642653921631147,chicoloapan,H,francisco
canalizado colocar lugar,casvh,150.9692069373702,6.248100474812391,tlalmanalco,M,ara
canalizado colocar lugar,intermedias,131.1397192823596,5.503532193069097,toluca,M,david
canalizado colocar lugar,ninas grandes,214.6853817334031,5.350158942194594,toluca,M,ariana
canalizado colocar lugar,intermedias,113.7586514628622,4.873629228643898,toluca,M,david
canalizado colocar lugar,villa juvenil,187.0486498943724,3.520655631398426,toluca,H,francisco
canalizado colocar lugar,villa juvenil,204.1171528976268,3.520338028375886,toluca,H,ara
canalizado colocar lugar,casvh,114.7682466027319,8.136249374309212,cuautitlan izcalli,M,ara
canalizado colocar lugar,intermedias,122.3065477949159,3.794661190965092,toluca,M,david
canalizado colocar lugar,intermedios,112.3384594833578,4.991721478703258,ocoyoacac,H,david
canalizado colocar lugar,casvh,131.3874920813252,9.970270769279821,toluca,M,ara
canalizado colocar lugar,casvh,152.1742084506639,8.913367204611006,ecatepec de morelos,M,ara
canalizado colocar lugar,villa juvenil,208.4509695498899,0.9911019849418207,toluca,H,francisco
canalizado colocar lugar,casvh,152.4358916878401,6.700462492169954,jocotitlan,M,ara
canalizado colocar lugar,casvh,180.7277045549993,3.907856529696548,toluca,H,ara
canalizado colocar lugar,intermedias,128.4984744775845,5.194704473647705,toluca,M,david
canalizado colocar lugar,ninos grandes,154.894526911378,4.047821231377169,chicoloapan,H,francisco
canalizado colocar lugar,ninos grandes,130.7428783054767,6.205573515388439,tlanepantla de baz,H,francisco
canalizado colocar lugar,ninos grandes,173.401650306945,4.064511587312087,naucalpan de juarez,H,francisco
canalizado colocar lugar,casvh,184.7798483967801,3.669693497718721,estado de veracruz,H,francisco
canalizado colocar lugar,intermedias,144.0536866875,4.68265486254465,toluca,M,francisco
canalizado colocar lugar,ninos grandes,173.5737737824968,4.013604138900426,chalco solidaridad,H,francisco
canalizado colocar lugar,intermedios,67.23837009070274,11.53988489721405,toluca,H,francisco
canalizado colocar lugar,intermedias,74.04280315068553,14.62425918897638,toluca,M,david
canalizado colocar lugar,villa juvenil,184.7736528599325,3.374372907982761,toluca,H,francisco
canalizado colocar lugar,ninos grandes,107.9477717229435,7.914874566816646,donato guerra,H,david
canalizado colocar lugar,ninos grandes,128.0084893531377,8.922434333417595,tlanepantla de baz,H,francisco
canalizado colocar lugar,intermedias,126.4072139268746,4.949668746983169,toluca,M,david
canalizado colocar lugar,villa juvenil,209.8383272732363,2.615860948561949,toluca,H,francisco
canalizado colocar lugar,casvh,180.7332438049483,2.080758537271101,toluca,H,ara
canalizado colocar lugar,intermedias,126.8494193781255,4.416226838654502,toluca,M,david
canalizado colocar lugar,intermedias,121.6699678827233,4.208307178438822,toluca,M,david
canalizado colocar lugar,ninas grandes,196.4418191164683,3.848596697024338,toluca,M,francisco
canalizado colocar lugar,intermedias,130.8603223132893,3.727349690680231,toluca,M,david
canalizado colocar lugar,intermedios,111.113471997497,9.140507636670348,tlanepantla de baz,H,david
canalizado colocar lugar,villa juvenil,200.446617894771,1.539168620371076,toluca,H,francisco
canalizado colocar lugar,villa juvenil,209.5780512858579,2.672756245369539,chicoloapan,H,francisco
canalizado colocar lugar,villa juvenil,209.0603697759153,3.535833475833918,chicoloapan,H,francisco
canalizado colocar lugar,intermedias,120.432469866636,3.973411721681513,toluca,M,david
canalizado colocar lugar,intermedias,100.4125591420242,5.242247444435314,zumpango,M,david
canalizado colocar lugar,intermedias,121.5091629075726,4.17778401185929,toluca,M,david
canalizado colocar lugar,intermedias,57.71899901429223,3.972409761310526,toluca,M,david
canalizado colocar lugar,villa juvenil,198.8374287980488,1.953544305191852,toluca,H,francisco
canalizado colocar lugar,ninos grandes,128.2623468201382,8.670204157872192,tlanepantla de baz,H,francisco
canalizado colocar lugar,ninos grandes,177.9618643049909,2.759450344450291,naucalpan de juarez,H,francisco
canalizado colocar lugar,casvh,151.8672009014667,8.801920702735837,ecatepec de morelos,M,ara
canalizado colocar lugar,intermedias,83.22589561921527,5.007968014560651,toluca,M,david
canalizado colocar lugar,intermedias,137.1120880197946,4.924608356286917,toluca,M,david
canalizado colocar lugar,villa juvenil,19.88981624127245,3.569394063657637,toluca,H,francisco
canalizado colocar lugar,ninos grandes,155.664500339491,5.053403633535581,toluca,H,francisco
canalizado colocar lugar,casvh,111.2344081635857,3.875458735748074,ocoyoacac,H,ara
canalizado colocar lugar,casvh,138.3452409623313,6.885339439701276,toluca,M,david
canalizado colocar lugar,ninas grandes,211.8702519171324,1.566615525461693,toluca,M,ariana
canalizado colocar lugar,intermedias,86.5843849535537,6.653819941757124,toluca,M,david
canalizado colocar lugar,casvh,151.9630781180025,6.755762324899496,acolman,M,ara
canalizado colocar lugar,intermedias,135.6848187584303,4.770636213241974,amecameca,M,david
canalizado colocar lugar,ninos grandes,152.4576776922499,2.527737591978058,tultitlan,H,francisco
canalizado colocar lugar,ninos grandes,171.2620107926781,3.516102859568881,chalco solidaridad,H,francisco
canalizado colocar lugar,ninos grandes,164.5119229107252,0.9911019849418207,toluca,H,francisco
canalizado colocar lugar,intermedias,80.51171378623164,5.988286204568675,toluca,M,david
canalizado colocar lugar,casvh,136.6570077993122,5.262052084971323,toluca,M,ara
canalizado colocar lugar,intermedias,86.25625154931957,5.874399080076744,toluca,M,david
canalizado colocar lugar,ninos grandes,155.0425966837773,5.081214035796711,toluca,H,francisco
canalizado colocar lugar,casvh,149.5890287191946,5.935004490133662,ecatepec de morelos,M,ara
canalizado colocar lugar,ninos grandes,171.4564229326646,4.810442206397173,nezahualcoyotl,H,francisco
canalizado colocar lugar,casvh,152.6078028747433,4.489557519213568,acolman,M,ara
canalizado colocar lugar,casvh,151.491246623291,8.170108651912745,tlalmanalco,M,ara
canalizado colocar lugar,casvh,152.0512907534349,6.52847448749524,tlalmanalco,M,ara
canalizado colocar lugar,ninos grandes,162.9342369029982,0.9911019849418207,toluca,H,francisco
canalizado colocar lugar,intermedias,80.45910600268452,4.87184723408511,toluca,M,david
canalizado colocar lugar,intermedias,82.92378394749423,5.189366279385793,toluca,M,david
canalizado colocar lugar,ninos grandes,193.1466419554904,3.021197355894767,toluca,H,francisco
canalizado colocar lugar,casvh,131.6878574485413,8.51324353100997,toluca,M,francisco
canalizado colocar lugar,casvh,182.9169455339996,4.421875397028745,toluca,H,ara
canalizado colocar lugar,intermedias,79.96714579055441,4.41615331964408,toluca,M,david
canalizado colocar lugar,villa juvenil,188.9070435824298,3.262190826525803,toluca,H,francisco
canalizado colocar lugar,ninos grandes,157.6557087004152,1.859914643452847,toluca,H,francisco
canalizado colocar lugar,intermedios,106.2193644406388,7.284991981576239,toluca,H,david
canalizado colocar lugar,intermedias,80.35948200579877,6.372204071888406,toluca,M,david
canalizado colocar lugar,casvh,152.2947204567997,6.594910510705212,tlalmanalco,M,ara
canalizado colocar lugar,intermedias,58.47231400503389,6.223484176579319,toluca,M,david
canalizado colocar lugar,ninos grandes,163.4613580573559,0.9911019849418207,toluca,H,francisco
canalizado colocar lugar,ninos grandes,153.3369674240918,4.36501540157904,tultitlan,H,francisco
canalizado colocar lugar,casvh,113.3653318132935,5.485470101483739,toluca,M,ara
canalizado colocar lugar,intermedias,116.0950329974155,5.697657167907278,toluca,M,david
canalizado colocar lugar,casvh,202.6282697253996,5.02484528327455,toluca,H,ara
canalizado colocar lugar,intermedios,103.1186616784351,8.251578541302152,toluca,H,david
canalizado colocar lugar,intermedias,126.5488023018427,3.846306964868294,toluca,M,david
canalizado colocar lugar,intermedias,120.5654658616359,3.794661190965092,toluca,M,david
canalizado colocar lugar,casvh,184.4965508821688,4.440058171009124,almoloya de juarez,H,ara
canalizado colocar lugar,intermedias,98.89080583736079,6.060279806138348,naucalpan de juarez,M,david
canalizado colocar lugar,casvh,151.4021551419377,5.107634503550168,tlalmanalco,M,ara
canalizado colocar lugar,intermedias,80.3793197434319,4.797942654200476,toluca,M,david
canalizado colocar lugar,intermedias,135.2569556902686,6.57548307905739,toluca,M,david
canalizado colocar lugar,intermedias,89.00779590116096,6.03767558516377,zinacantepec,M,david
canalizado colocar lugar,villa juvenil,14.50298255035703,3.167248676402081,toluca,H,francisco
canalizado colocar lugar,ninas grandes,201.2313162247485,3.801093120285062,toluca,H,francisco
canalizado colocar lugar,intermedias,117.7079951004554,4.575378704881827,toluca,M,david
canalizado colocar lugar,ninos grandes,152.5070318737464,4.550740679231237,ecatepec de morelos,H,francisco
canalizado colocar lugar,ninos grandes,154.9989154035945,5.096983599576419,toluca,H,francisco
canalizado colocar lugar,intermedias,126.018586399441,3.991060630925244,toluca,M,david
canalizado colocar lugar,villa juvenil,205.8782930332165,1.056959604730182,toluca,H,francisco
canalizado colocar lugar,casvh,184.4940381923337,4.792166009022026,toluca,H,ara
canalizado colocar lugar,intermedias,119.671815470181,3.794661190965092,toluca,M,david
canalizado colocar lugar,intermedias,83.99177142569957,5.468663817724043,toluca,M,david
canalizado colocar lugar,casvh,132.0131604471935,9.73472439849815,toluca,M,francisco
egresos no autorizados,ninas grandes,181.3888672371442,1.477071351591776,cuautitlan izcalli,M,ariana
egresos no autorizados,villa juvenil,200.2605588143859,3.867674144492692,zinacantepec,H,francisco
egresos no autorizados,ninas grandes,195.1390050243784,5.169342418809018,toluca,M,ariana
egresos no autorizados,ninas grandes,167.9476894558987,3.813732960807533,toluca,M,ariana
egresos no autorizados,ninas grandes,187.7153922399422,2.865692673989912,toluca,M,ariana
egresos no autorizados,ninas grandes,141.2621143385093,4.677986448030916,toluca,M,ariana
egresos no autorizados,ninas grandes,123.8089867319891,4.040673472932888,toluca,M,ariana
egresos no autorizados,ninas grandes,210.6424820306713,4.842530516936817,toluca,M,ariana
egresos no autorizados,ninas grandes,181.6519528419272,1.435216823558117,cuautitlan izcalli,M,ariana
egresos no autorizados,ninas grandes,157.3135231638769,3.819422363267884,toluca,M,ariana
egresos no autorizados,ninas grandes,215.23255494215,3.13574180783313,toluca,M,francisco
egresos no autorizados,ninas grandes,133.9613601091511,4.199345698504657,toluca,M,ariana
egresos no autorizados,ninas grandes,164.6966132589872,7.606810448395656,toluca,M,ariana
egresos no autorizados,ninas grandes,208.0671884249483,2.599652476554892,toluca,M,ariana
egresos no autorizados,ninas grandes,177.2712340578315,1.713894592744695,toluca,M,ariana
egresos no autorizados,ninas grandes,147.4128967147757,12.50488519982101,toluca,M,ariana
egresos no autorizados,ninas grandes,165.5807356820533,1.618163326397963,toluca,M,ariana
egresos no autorizados,ninas grandes,177.334044133394,3.192055277250611,toluca,M,ariana
egresos no autorizados,ninas grandes,154.467574071338,3.491114551084843,toluca,M,ariana
egresos no autorizados,ninas grandes,131.3269713890772,3.829657810082351,toluca,M,ariana
egresos no autorizados,ninas grandes,198.5008019366277,3.810652210019518,toluca,M,ariana
egresos no autorizados,ninas grandes,167.8148189719088,4.703426838722871,toluca,M,ariana
egresos no autorizados,ninas grandes,143.5256813663143,3.21788454943963,toluca,M,ariana
egresos no autorizados,ninas grandes,117.3615248857994,5.449450726520515,toluca,M,ariana
egresos no autorizados,ninas grandes,166.5278537659273,1.702623839981693,toluca,M,ariana
egresos no autorizados,ninas grandes,176.0789917081114,5.520890427238725,toluca,M,francisco
egresos no autorizados,ninas grandes,143.770129902986,2.684238055934809,toluca,M,ariana
egresos no autorizados,ninas grandes,172.8046202279594,2.26744344176018,toluca,M,ariana
egresos no autorizados,ninas grandes,135.1719666531807,4.300711893145882,toluca,M,ariana
egresos no autorizados,casvh,184.1788444030516,1.498419548497356,toluca,M,ara
egresos no autorizados,ninas grandes,168.0115618257099,1.919097640690634,toluca,M,ariana
